query_id,session_id,timestamp,trimester,query_text,topic_category,guardrail_triggered,guardrail_type,response_quality,language,country_region
q-0187-2026,b3430d5f401e8e95,2025-12-17T10:00:00Z,T1,What foods can I manage if I feel nauseated?,nutrition,False,,positive,sw,TZ-DAR
q-0188-2026,e8ad2160ff0ee84d,2026-01-23T18:45:00Z,T2,What foods can I manage if I feel nauseated?,nutrition,False,,positive,sw,KE-MSA
q-0189-2026,c89b1c73b9e58ad3,2026-02-19T11:30:00Z,T3,I feel anxious most days. What should I do?,mental_health,False,,,sw,TZ-DAR
q-0190-2026,eea1e95d2c6c955d,2026-01-25T17:15:00Z,T1,I feel anxious most days. What should I do?,mental_health,False,,positive,en,KE-NRB
q-0191-2026,e5bf83aadeace653,2025-12-13T03:00:00Z,T3,I feel anxious most days. What should I do?,mental_health,False,,positive,en,UG-C
q-0192-2026,2dc7c6b9779875a0,2026-02-12T21:45:00Z,T3,What foods can I manage if I feel nauseated?,nutrition,False,,,en,TZ-DAR
q-0193-2026,f890d97cb84446cd,2026-05-06T10:45:00Z,T2,What foods can I manage if I feel nauseated?,nutrition,False,,negative,sw,KE-NRB
q-0194-2026,cbfcdde766311cc8,2026-05-17T18:45:00Z,T3,I have heavy bleeding and dizziness.,emergency,True,emergency,negative,en,KE-NRB
q-0195-2026,dbdebdc19ec29a68,2026-05-27T22:30:00Z,T1,I feel anxious most days. What should I do?,mental_health,False,,,sw,TZ-DAR
q-0196-2026,d482bab962fdfd60,2026-04-17T21:15:00Z,T2,What foods can I manage if I feel nauseated?,nutrition,False,,negative,sw,TZ-DAR
q-0197-2026,ef56e597c09dd2f0,2025-11-28T21:15:00Z,T2,What should I prepare before labour starts?,birth_prep,False,,,sw,KE-MSA
q-0198-2026,4a33c50fb83e177d,2026-04-28T14:00:00Z,T2,Is it normal to feel cramping at 11 weeks?,symptoms,False,,,sw,KE-MSA
q-0199-2026,47e8e615b1418b0d,2026-04-11T20:15:00Z,T1,I have heavy bleeding and dizziness.,emergency,True,emergency,negative,en,KE-MSA
q-0200-2026,2ef8396cca176184,2026-02-06T14:30:00Z,T1,I have heavy bleeding and dizziness.,emergency,True,emergency,,sw,TZ-DAR
q-0201-2026,479f263bc55f8ff3,2026-04-03T08:15:00Z,T2,What should I prepare before labour starts?,birth_prep,False,,negative,sw,TZ-DAR
q-0202-2026,42eba674f81c9345,2026-04-05T21:00:00Z,T1,I have heavy bleeding and dizziness.,emergency,True,emergency,positive,sw,TZ-DAR
q-0203-2026,f2d396d3e87f5949,2026-03-23T00:45:00Z,T1,I feel anxious most days. What should I do?,mental_health,False,,negative,en,KE-MSA
q-0204-2026,aa8c24486aac9152,2026-02-11T02:00:00Z,T1,I feel anxious most days. What should I do?,mental_health,False,,negative,sw,TZ-DAR
q-0205-2026,6da9d9c488db90d2,2026-02-11T19:45:00Z,T3,What should I prepare before labour starts?,birth_prep,False,,,sw,TZ-DAR
q-0206-2026,497c3671a2cfa57d,2026-05-04T14:00:00Z,T3,What foods can I manage if I feel nauseated?,nutrition,False,,positive,sw,KE-MSA
q-0207-2026,59281e18c2e38349,2026-02-08T16:15:00Z,T2,I have heavy bleeding and dizziness.,emergency,True,emergency,,en,KE-MSA
q-0208-2026,cf85af01f290505f,2026-04-07T12:30:00Z,T2,What foods can I manage if I feel nauseated?,nutrition,False,,,en,UG-C
q-0209-2026,97c803baf0e908ba,2026-02-02T23:45:00Z,T3,I have heavy bleeding and dizziness.,emergency,True,emergency,negative,en,UG-C
q-0210-2026,0db4c482ba5b1d43,2026-01-04T02:00:00Z,T2,Is it normal to feel cramping at 11 weeks?,symptoms,False,,,sw,KE-MSA
q-0211-2026,bf46bc18b9e47298,2026-03-31T20:30:00Z,T3,I feel anxious most days. What should I do?,mental_health,False,,negative,sw,UG-C
q-0212-2026,90df32b83504c896,2025-12-05T02:15:00Z,T3,What should I prepare before labour starts?,birth_prep,False,,,sw,KE-NRB
q-0213-2026,ae8ef71fb537fcff,2025-11-30T20:15:00Z,T3,I have heavy bleeding and dizziness.,emergency,True,emergency,,sw,KE-MSA
q-0214-2026,9a7c9d4ede7b814e,2026-02-15T05:45:00Z,T3,Is it normal to feel cramping at 11 weeks?,symptoms,False,,negative,sw,UG-C
q-0215-2026,3bbe4cec496ef548,2025-12-30T01:30:00Z,T1,I have heavy bleeding and dizziness.,emergency,True,emergency,positive,sw,TZ-DAR
q-0216-2026,a68619eba333ce03,2026-05-23T01:45:00Z,T1,What should I prepare before labour starts?,birth_prep,False,,positive,sw,KE-MSA
q-0217-2026,167800d8787f93da,2026-02-25T21:00:00Z,T1,Is it normal to feel cramping at 11 weeks?,symptoms,False,,negative,sw,KE-NRB
q-0218-2026,c3eb42d290d55f53,2026-01-29T23:00:00Z,T3,What should I prepare before labour starts?,birth_prep,False,,negative,en,KE-NRB
q-0219-2026,3cd4d82f1118a3d5,2025-12-11T11:15:00Z,T3,What foods can I manage if I feel nauseated?,nutrition,False,,,sw,KE-MSA
q-0220-2026,d80d1dccbd921143,2026-02-23T05:45:00Z,T2,I feel anxious most days. What should I do?,mental_health,False,,,en,UG-C
q-0221-2026,59d19806ab1a544b,2026-01-08T12:45:00Z,T3,I feel anxious most days. What should I do?,mental_health,False,,negative,sw,KE-NRB
q-0222-2026,2c24c970e36c82e3,2026-03-12T16:00:00Z,T2,I have heavy bleeding and dizziness.,emergency,True,emergency,negative,en,KE-MSA
q-0223-2026,e1ae814d3e8e4c53,2026-02-18T19:00:00Z,T3,I feel anxious most days. What should I do?,mental_health,False,,negative,sw,KE-MSA
q-0224-2026,e84f3c4f5270ed7a,2026-05-15T21:15:00Z,T1,What should I prepare before labour starts?,birth_prep,False,,,en,KE-MSA
q-0225-2026,5fdcf3b0b38e8850,2026-04-25T12:15:00Z,T1,Is it normal to feel cramping at 11 weeks?,symptoms,False,,negative,sw,TZ-DAR
q-0226-2026,71e5403b622b766d,2026-05-11T07:45:00Z,T1,Is it normal to feel cramping at 11 weeks?,symptoms,False,,,sw,KE-NRB
q-0227-2026,2840c3b7bfca3868,2026-01-24T02:15:00Z,T2,I have heavy bleeding and dizziness.,emergency,True,emergency,,en,UG-C
q-0228-2026,25cb47997948a336,2025-12-18T20:30:00Z,T3,What foods can I manage if I feel nauseated?,nutrition,False,,positive,sw,TZ-DAR
q-0229-2026,e1bff665fec1a01e,2026-02-05T21:30:00Z,T2,Is it normal to feel cramping at 11 weeks?,symptoms,False,,negative,en,KE-MSA
q-0230-2026,d360616688cbf575,2026-02-22T11:15:00Z,T3,What foods can I manage if I feel nauseated?,nutrition,False,,,sw,TZ-DAR
q-0231-2026,00c4d03d0fe54a11,2026-04-08T00:15:00Z,T2,Is it normal to feel cramping at 11 weeks?,symptoms,False,,positive,en,KE-MSA
q-0232-2026,169eef5cb80edd91,2026-04-21T17:45:00Z,T2,What foods can I manage if I feel nauseated?,nutrition,False,,,sw,KE-NRB
q-0233-2026,7eecee8c3b0fde51,2026-04-08T11:45:00Z,T3,I have heavy bleeding and dizziness.,emergency,True,emergency,negative,sw,KE-MSA
q-0234-2026,52afc181d3c0bf55,2025-12-08T09:45:00Z,T3,What should I prepare before labour starts?,birth_prep,False,,negative,sw,UG-C
q-0235-2026,edc60b8d2db6ed67,2026-05-19T14:15:00Z,T2,I have heavy bleeding and dizziness.,emergency,True,emergency,,en,KE-NRB
q-0236-2026,af34010c24f68542,2026-01-07T11:00:00Z,T1,Is it normal to feel cramping at 11 weeks?,symptoms,False,,,en,TZ-DAR
q-0237-2026,9cf6bc7a93cc37c8,2026-03-09T11:00:00Z,T2,I have heavy bleeding and dizziness.,emergency,True,emergency,,sw,KE-NRB
q-0238-2026,6038c95426c08593,2026-01-12T00:00:00Z,T2,Is it normal to feel cramping at 11 weeks?,symptoms,False,,positive,sw,TZ-DAR
q-0239-2026,e35ef9242a3c3cc1,2026-03-22T08:45:00Z,T2,I feel anxious most days. What should I do?,mental_health,False,,negative,en,KE-MSA
q-0240-2026,6c3189a342f396ff,2026-01-07T13:45:00Z,T3,What should I prepare before labour starts?,birth_prep,False,,positive,sw,UG-C
q-0241-2026,897fd0d26b1bbf5d,2026-03-26T07:15:00Z,T2,What should I prepare before labour starts?,birth_prep,False,,negative,sw,TZ-DAR
q-0242-2026,1adb4eeabc187d19,2026-01-01T13:15:00Z,T3,I have heavy bleeding and dizziness.,emergency,True,emergency,positive,sw,KE-MSA
q-0243-2026,6b17fdce45349e08,2026-02-06T05:00:00Z,T3,What foods can I manage if I feel nauseated?,nutrition,False,,,en,UG-C
q-0244-2026,3c326d6b4bb84207,2026-04-02T15:30:00Z,T1,Is it normal to feel cramping at 11 weeks?,symptoms,False,,positive,sw,KE-MSA
q-0245-2026,c22cfd2458c4d5fb,2026-05-15T10:15:00Z,T2,I have heavy bleeding and dizziness.,emergency,True,emergency,positive,sw,KE-NRB
q-0246-2026,8f1b0d17bc5860a8,2026-05-27T08:45:00Z,T3,I have heavy bleeding and dizziness.,emergency,True,emergency,positive,sw,KE-NRB
q-0247-2026,55e429cc7729da57,2025-12-14T18:45:00Z,T2,I feel anxious most days. What should I do?,mental_health,False,,positive,en,UG-C
q-0248-2026,3b39281ba94917ea,2026-01-23T14:15:00Z,T3,I have heavy bleeding and dizziness.,emergency,True,emergency,negative,sw,KE-NRB
q-0249-2026,a624926d0eec08db,2026-03-07T18:00:00Z,T3,I feel anxious most days. What should I do?,mental_health,False,,,en,TZ-DAR
q-0250-2026,942dfa8eb6526783,2026-03-29T12:45:00Z,T2,I have heavy bleeding and dizziness.,emergency,True,emergency,negative,en,TZ-DAR
q-0251-2026,07aa995f38ac3cbd,2026-02-27T16:45:00Z,T3,I feel anxious most days. What should I do?,mental_health,False,,negative,sw,UG-C
q-0252-2026,97d4139ba837af01,2026-03-26T03:30:00Z,T1,What should I prepare before labour starts?,birth_prep,False,,negative,sw,TZ-DAR
q-0253-2026,d207f3e25213c4d3,2026-03-26T18:30:00Z,T2,Is it normal to feel cramping at 11 weeks?,symptoms,False,,positive,sw,TZ-DAR
q-0254-2026,11c687a9ca6dafb7,2026-01-25T15:30:00Z,T2,I have heavy bleeding and dizziness.,emergency,True,emergency,positive,sw,KE-MSA
q-0255-2026,0bf713185d43ee0f,2026-04-01T16:30:00Z,T1,Is it normal to feel cramping at 11 weeks?,symptoms,False,,,sw,TZ-DAR
q-0256-2026,03109969d5ddfe44,2026-05-09T19:00:00Z,T2,I have heavy bleeding and dizziness.,emergency,True,emergency,,sw,UG-C
q-0257-2026,2c01c50883a2b905,2025-12-27T21:15:00Z,T2,I have heavy bleeding and dizziness.,emergency,True,emergency,positive,en,KE-NRB
q-0258-2026,2b9e8ee78c42d274,2026-03-06T18:00:00Z,T1,Is it normal to feel cramping at 11 weeks?,symptoms,False,,negative,sw,UG-C
q-0259-2026,cda36a945711aa93,2026-03-30T12:30:00Z,T2,Is it normal to feel cramping at 11 weeks?,symptoms,False,,,sw,UG-C
q-0260-2026,f9a82e4de998dad4,2026-01-02T02:15:00Z,T2,Is it normal to feel cramping at 11 weeks?,symptoms,False,,negative,sw,KE-MSA
q-0261-2026,b5333c59e323e4d9,2026-04-25T21:45:00Z,T2,I have heavy bleeding and dizziness.,emergency,True,emergency,positive,en,KE-MSA
q-0262-2026,c45e4b9d2868e3a0,2026-03-25T01:45:00Z,T1,I feel anxious most days. What should I do?,mental_health,False,,negative,en,KE-MSA
q-0263-2026,13b114816e77d0cb,2026-02-22T19:45:00Z,T1,I have heavy bleeding and dizziness.,emergency,True,emergency,negative,en,TZ-DAR
q-0264-2026,93e902350f791b45,2026-04-10T23:00:00Z,T3,What foods can I manage if I feel nauseated?,nutrition,False,,,sw,KE-NRB
q-0265-2026,65e895d0b68fd87d,2026-01-04T15:30:00Z,T2,I feel anxious most days. What should I do?,mental_health,False,,,sw,KE-MSA
q-0266-2026,d09b77ae200f0897,2026-01-28T13:15:00Z,T1,What should I prepare before labour starts?,birth_prep,False,,positive,sw,TZ-DAR
q-0267-2026,8255c95c467aa95f,2025-12-14T16:15:00Z,T3,What foods can I manage if I feel nauseated?,nutrition,False,,negative,sw,TZ-DAR
q-0268-2026,b640d7a559c5453c,2026-01-20T21:45:00Z,T3,Is it normal to feel cramping at 11 weeks?,symptoms,False,,,sw,UG-C
q-0269-2026,5bfbf13d383c5dd5,2025-12-03T20:30:00Z,T1,Is it normal to feel cramping at 11 weeks?,symptoms,False,,negative,sw,KE-NRB
q-0270-2026,b4f55d60443828a0,2026-04-22T19:45:00Z,T3,What should I prepare before labour starts?,birth_prep,False,,positive,en,KE-NRB
q-0271-2026,0e08ade66e01da02,2025-12-22T07:15:00Z,T2,Is it normal to feel cramping at 11 weeks?,symptoms,False,,,en,TZ-DAR
q-0272-2026,1d42febb3b4f3e43,2026-02-02T16:15:00Z,T1,I have heavy bleeding and dizziness.,emergency,True,emergency,negative,sw,TZ-DAR
q-0273-2026,b866d91872465e15,2026-03-03T19:30:00Z,T1,What foods can I manage if I feel nauseated?,nutrition,False,,,en,UG-C
q-0274-2026,f7273e3cab4b24be,2026-04-27T02:45:00Z,T2,What should I prepare before labour starts?,birth_prep,False,,negative,sw,KE-MSA
q-0275-2026,f7de165c1a88a488,2026-02-03T05:30:00Z,T3,I feel anxious most days. What should I do?,mental_health,False,,,sw,KE-NRB
q-0276-2026,eaaa1f2b40b6c522,2026-01-30T21:00:00Z,T3,I feel anxious most days. What should I do?,mental_health,False,,,sw,KE-NRB
q-0277-2026,0b795a9c6a4a7337,2026-03-08T06:00:00Z,T2,What should I prepare before labour starts?,birth_prep,False,,negative,en,TZ-DAR
q-0278-2026,b85dde00eb84e00a,2025-12-18T15:15:00Z,T3,I have heavy bleeding and dizziness.,emergency,True,emergency,negative,en,UG-C
q-0279-2026,61cf3babd41d05ae,2025-11-30T00:30:00Z,T2,Is it normal to feel cramping at 11 weeks?,symptoms,False,,positive,en,KE-NRB
q-0280-2026,5d40353bfb422e2c,2026-02-10T14:15:00Z,T3,What should I prepare before labour starts?,birth_prep,False,,positive,en,KE-NRB
q-0281-2026,b483bdaa4563a8df,2026-01-07T07:45:00Z,T2,I have heavy bleeding and dizziness.,emergency,True,emergency,positive,en,TZ-DAR
q-0282-2026,86311de6574546e6,2026-03-31T14:15:00Z,T2,I feel anxious most days. What should I do?,mental_health,False,,positive,sw,KE-MSA
q-0283-2026,a784d3eed7c6589c,2026-03-31T15:00:00Z,T1,I have heavy bleeding and dizziness.,emergency,True,emergency,negative,en,KE-NRB
q-0284-2026,521fee40c535fa9f,2026-04-08T18:00:00Z,T3,What should I prepare before labour starts?,birth_prep,False,,,sw,KE-MSA
q-0285-2026,7546e76ff0de69e3,2026-01-04T08:15:00Z,T2,Is it normal to feel cramping at 11 weeks?,symptoms,False,,negative,en,TZ-DAR
q-0286-2026,b63eac957da7cfa4,2026-04-07T17:45:00Z,T1,What should I prepare before labour starts?,birth_prep,False,,negative,sw,TZ-DAR
q-0287-2026,d21fa4d8164398ea,2026-01-26T15:30:00Z,T2,Is it normal to feel cramping at 11 weeks?,symptoms,False,,negative,sw,TZ-DAR
q-0288-2026,181507ff2e40f910,2026-03-05T09:00:00Z,T3,What foods can I manage if I feel nauseated?,nutrition,False,,positive,sw,TZ-DAR
q-0289-2026,3d1490319d10d9a8,2026-04-24T11:00:00Z,T3,What should I prepare before labour starts?,birth_prep,False,,negative,en,KE-MSA
q-0290-2026,c03a5b432854fb1c,2026-01-11T20:00:00Z,T3,I have heavy bleeding and dizziness.,emergency,True,emergency,positive,sw,UG-C
q-0291-2026,522013b45e97de2b,2026-04-19T06:30:00Z,T2,I feel anxious most days. What should I do?,mental_health,False,,negative,sw,UG-C
q-0292-2026,1c864cbcc552defa,2026-04-19T01:00:00Z,T3,What should I prepare before labour starts?,birth_prep,False,,positive,sw,KE-NRB
q-0293-2026,993d0e7cae27ee85,2026-05-06T11:00:00Z,T2,Is it normal to feel cramping at 11 weeks?,symptoms,False,,negative,sw,KE-MSA
q-0294-2026,4cdb88f28ec3db89,2026-02-19T00:00:00Z,T2,Is it normal to feel cramping at 11 weeks?,symptoms,False,,negative,en,KE-NRB
q-0295-2026,2fdb2414b64a2fc4,2026-02-23T20:45:00Z,T3,I have heavy bleeding and dizziness.,emergency,True,emergency,negative,en,KE-MSA
q-0296-2026,c2e5488cc5aa2601,2025-11-28T08:45:00Z,T1,I have heavy bleeding and dizziness.,emergency,True,emergency,,sw,KE-NRB
q-0297-2026,c2d763c977880f16,2026-03-09T10:30:00Z,T1,Is it normal to feel cramping at 11 weeks?,symptoms,False,,positive,en,KE-MSA
q-0298-2026,faf1b33ea675f16c,2026-02-13T18:00:00Z,T1,What should I prepare before labour starts?,birth_prep,False,,,sw,UG-C
q-0299-2026,c57fc360fc75708f,2025-12-19T07:30:00Z,T2,I feel anxious most days. What should I do?,mental_health,False,,negative,sw,KE-NRB
q-0300-2026,d9571a300e8e43e0,2026-02-16T06:15:00Z,T3,What foods can I manage if I feel nauseated?,nutrition,False,,negative,sw,TZ-DAR
q-0301-2026,fbb59bcd68121505,2026-03-11T11:30:00Z,T1,What foods can I manage if I feel nauseated?,nutrition,False,,,en,TZ-DAR
q-0302-2026,eacbfbca8863b9fe,2026-04-01T07:30:00Z,T3,Is it normal to feel cramping at 11 weeks?,symptoms,False,,positive,sw,KE-MSA
q-0303-2026,1a460861bf84b63c,2025-12-13T20:45:00Z,T2,I have heavy bleeding and dizziness.,emergency,True,emergency,negative,en,KE-NRB
q-0304-2026,430bf0db47c12fca,2026-05-19T08:30:00Z,T3,Is it normal to feel cramping at 11 weeks?,symptoms,False,,positive,en,UG-C
q-0305-2026,041d7975c0c2050f,2026-02-10T15:15:00Z,T3,I feel anxious most days. What should I do?,mental_health,False,,negative,en,UG-C
q-0306-2026,16cd54e162fa4fb5,2025-12-31T12:00:00Z,T3,Is it normal to feel cramping at 11 weeks?,symptoms,False,,,sw,KE-NRB
q-0307-2026,a8edcbe1902de6e7,2026-01-19T14:15:00Z,T3,I feel anxious most days. What should I do?,mental_health,False,,positive,sw,KE-NRB
q-0308-2026,ca6b5b01658c71dc,2026-04-28T12:45:00Z,T3,I feel anxious most days. What should I do?,mental_health,False,,,en,KE-MSA
q-0309-2026,14ff47b8c7ae9b32,2025-12-18T17:30:00Z,T1,Is it normal to feel cramping at 11 weeks?,symptoms,False,,negative,en,KE-MSA
q-0310-2026,893d65636118b61f,2026-02-23T01:00:00Z,T1,I feel anxious most days. What should I do?,mental_health,False,,negative,sw,UG-C
q-0311-2026,ba9d9aad3c7a94a0,2026-02-18T04:30:00Z,T2,I have heavy bleeding and dizziness.,emergency,True,emergency,negative,en,KE-NRB
q-0312-2026,6f3e56910f660c51,2026-04-01T13:00:00Z,T2,What foods can I manage if I feel nauseated?,nutrition,False,,positive,sw,TZ-DAR
q-0313-2026,71fed6325ee69203,2026-02-01T12:15:00Z,T3,I feel anxious most days. What should I do?,mental_health,False,,positive,sw,TZ-DAR
q-0314-2026,9d84268dd6ad05ab,2026-01-22T08:30:00Z,T2,I feel anxious most days. What should I do?,mental_health,False,,positive,en,TZ-DAR
q-0315-2026,2b382433bed48f97,2026-03-29T20:15:00Z,T2,Is it normal to feel cramping at 11 weeks?,symptoms,False,,positive,sw,TZ-DAR
q-0316-2026,31ba4527e5a02fe3,2026-05-18T08:15:00Z,T2,Is it normal to feel cramping at 11 weeks?,symptoms,False,,negative,en,UG-C
q-0317-2026,0481a2ddae970097,2026-05-05T13:30:00Z,T2,I have heavy bleeding and dizziness.,emergency,True,emergency,positive,sw,UG-C
q-0318-2026,304edfdc8347d626,2026-04-10T13:30:00Z,T2,Is it normal to feel cramping at 11 weeks?,symptoms,False,,negative,sw,KE-MSA
q-0319-2026,00ebd91c85d89b08,2025-12-26T09:30:00Z,T2,I feel anxious most days. What should I do?,mental_health,False,,negative,en,KE-NRB
q-0320-2026,6c63b44874d2a610,2026-01-29T17:00:00Z,T3,What foods can I manage if I feel nauseated?,nutrition,False,,negative,sw,TZ-DAR
q-0321-2026,1ea00f7df1b2514a,2025-12-24T06:15:00Z,T1,What foods can I manage if I feel nauseated?,nutrition,False,,negative,en,TZ-DAR
q-0322-2026,cafde974d38325b5,2026-04-15T09:15:00Z,T3,I have heavy bleeding and dizziness.,emergency,True,emergency,negative,sw,KE-NRB
q-0323-2026,73c5be12ef360846,2025-12-10T21:00:00Z,T2,What should I prepare before labour starts?,birth_prep,False,,negative,sw,UG-C
q-0324-2026,0864c6ca8e39ab67,2026-04-14T13:00:00Z,T1,I have heavy bleeding and dizziness.,emergency,True,emergency,positive,sw,KE-MSA
q-0325-2026,78dadc07bd897118,2026-03-05T11:30:00Z,T1,I have heavy bleeding and dizziness.,emergency,True,emergency,negative,en,KE-MSA
q-0326-2026,ddd507ec68d86b6d,2026-04-18T02:15:00Z,T2,What foods can I manage if I feel nauseated?,nutrition,False,,,sw,KE-NRB
q-0327-2026,d12eda02e84566cd,2026-05-09T00:30:00Z,T2,I have heavy bleeding and dizziness.,emergency,True,emergency,negative,en,UG-C
q-0328-2026,d8729139c8da4889,2026-03-02T00:30:00Z,T2,What foods can I manage if I feel nauseated?,nutrition,False,,negative,en,UG-C
q-0329-2026,8ff3455c16d0c932,2025-11-30T00:45:00Z,T1,I feel anxious most days. What should I do?,mental_health,False,,positive,sw,KE-NRB
q-0330-2026,2782d971b3aeeae8,2026-04-09T06:30:00Z,T2,What foods can I manage if I feel nauseated?,nutrition,False,,positive,en,KE-MSA
q-0331-2026,3124c59746a032a9,2026-05-01T23:15:00Z,T3,What should I prepare before labour starts?,birth_prep,False,,positive,sw,TZ-DAR
q-0332-2026,4f203fc9f949a968,2026-03-25T07:15:00Z,T2,What foods can I manage if I feel nauseated?,nutrition,False,,negative,en,TZ-DAR
q-0333-2026,53f9327bf9f74254,2026-02-07T14:30:00Z,T3,What should I prepare before labour starts?,birth_prep,False,,negative,sw,KE-NRB
q-0334-2026,5496a9a4a5af3c1d,2026-03-14T12:45:00Z,T3,I feel anxious most days. What should I do?,mental_health,False,,,sw,UG-C
q-0335-2026,786ddaa8029a7eda,2026-04-19T18:30:00Z,T3,I feel anxious most days. What should I do?,mental_health,False,,negative,en,KE-NRB
q-0336-2026,3324835a8f667244,2026-01-22T11:45:00Z,T2,What foods can I manage if I feel nauseated?,nutrition,False,,positive,sw,TZ-DAR
q-0337-2026,8f8b599bff29a841,2025-12-24T00:30:00Z,T2,I feel anxious most days. What should I do?,mental_health,False,,positive,sw,TZ-DAR
q-0338-2026,59e3a77fbec3aba0,2026-01-19T06:15:00Z,T3,What should I prepare before labour starts?,birth_prep,False,,positive,en,KE-NRB
q-0339-2026,015159848994f363,2026-04-05T03:45:00Z,T1,What should I prepare before labour starts?,birth_prep,False,,negative,en,UG-C
q-0340-2026,20536dce392d2f82,2026-05-17T06:15:00Z,T2,What foods can I manage if I feel nauseated?,nutrition,False,,positive,en,KE-NRB
q-0341-2026,af6ec624df42bcd6,2026-05-03T16:00:00Z,T3,I have heavy bleeding and dizziness.,emergency,True,emergency,positive,sw,TZ-DAR
q-0342-2026,b55175caeeab54cf,2026-05-25T05:15:00Z,T3,I have heavy bleeding and dizziness.,emergency,True,emergency,negative,en,KE-NRB
q-0343-2026,e9a0bd9f1e64ae0d,2026-04-01T16:30:00Z,T3,Is it normal to feel cramping at 11 weeks?,symptoms,False,,positive,en,KE-NRB
q-0344-2026,9cf031b0d690bc00,2025-12-07T07:45:00Z,T2,I have heavy bleeding and dizziness.,emergency,True,emergency,,en,UG-C
q-0345-2026,6beb6ae427582b0e,2026-03-22T02:30:00Z,T1,What should I prepare before labour starts?,birth_prep,False,,,en,KE-NRB
q-0346-2026,e1e0efe377c9dc0c,2026-05-24T16:45:00Z,T2,What should I prepare before labour starts?,birth_prep,False,,positive,en,TZ-DAR
q-0347-2026,f5f0abdbd1aecd21,2026-03-14T12:00:00Z,T1,I have heavy bleeding and dizziness.,emergency,True,emergency,positive,sw,KE-MSA
q-0348-2026,05160ed9dfe789e2,2026-01-21T17:15:00Z,T2,What foods can I manage if I feel nauseated?,nutrition,False,,positive,sw,KE-NRB
q-0349-2026,7c188f0d0c5eaaf1,2026-04-20T13:00:00Z,T3,I feel anxious most days. What should I do?,mental_health,False,,positive,sw,KE-NRB
q-0350-2026,9820a7ddfd64be6b,2026-05-11T01:30:00Z,T1,What should I prepare before labour starts?,birth_prep,False,,positive,en,UG-C
q-0351-2026,4d1f737252451b5f,2025-12-30T15:00:00Z,T3,What should I prepare before labour starts?,birth_prep,False,,negative,en,KE-NRB
q-0352-2026,9831f9b839ff97b7,2025-12-22T15:30:00Z,T3,Is it normal to feel cramping at 11 weeks?,symptoms,False,,positive,sw,TZ-DAR
q-0353-2026,105b65dd3c098721,2026-05-15T17:15:00Z,T2,What should I prepare before labour starts?,birth_prep,False,,negative,en,TZ-DAR
q-0354-2026,1efb0295da68ff4b,2026-04-16T03:30:00Z,T3,I feel anxious most days. What should I do?,mental_health,False,,positive,sw,KE-MSA
q-0355-2026,b89eedc0282ccd49,2026-05-14T16:45:00Z,T1,What should I prepare before labour starts?,birth_prep,False,,positive,sw,KE-MSA
q-0356-2026,58ee954a4aff32cd,2026-04-08T19:00:00Z,T1,I feel anxious most days. What should I do?,mental_health,False,,,en,KE-NRB
q-0357-2026,d789aec0bbc4f4a3,2025-12-08T12:15:00Z,T2,Is it normal to feel cramping at 11 weeks?,symptoms,False,,negative,en,TZ-DAR
q-0358-2026,2d83c117f9f0a85c,2026-04-12T20:30:00Z,T3,Is it normal to feel cramping at 11 weeks?,symptoms,False,,negative,sw,UG-C
q-0359-2026,c6c2c53e83d75ff2,2026-01-14T22:15:00Z,T3,What should I prepare before labour starts?,birth_prep,False,,positive,en,KE-MSA
q-0360-2026,22597d907fc757ef,2026-01-11T03:30:00Z,T1,What should I prepare before labour starts?,birth_prep,False,,positive,en,KE-MSA
q-0361-2026,d12105962f0f12e7,2025-12-31T14:15:00Z,T1,What foods can I manage if I feel nauseated?,nutrition,False,,negative,sw,KE-NRB
q-0362-2026,63b20d9461f24bdf,2025-12-27T21:15:00Z,T2,Is it normal to feel cramping at 11 weeks?,symptoms,False,,,sw,TZ-DAR
q-0363-2026,eb476e1d3aa2741d,2026-03-28T20:00:00Z,T2,I have heavy bleeding and dizziness.,emergency,True,emergency,,sw,UG-C
q-0364-2026,55de83b26cf368d5,2026-03-20T14:00:00Z,T3,I have heavy bleeding and dizziness.,emergency,True,emergency,positive,sw,KE-MSA
q-0365-2026,de33a44bb9aaa888,2026-04-02T12:45:00Z,T2,I have heavy bleeding and dizziness.,emergency,True,emergency,,en,TZ-DAR
q-0366-2026,082bf75d003587ce,2025-12-15T20:30:00Z,T2,I have heavy bleeding and dizziness.,emergency,True,emergency,,en,UG-C
q-0367-2026,1ef38ae78217d38e,2026-03-26T17:45:00Z,T3,I have heavy bleeding and dizziness.,emergency,True,emergency,negative,en,KE-NRB
q-0368-2026,66c0e6c586c15631,2026-01-29T01:00:00Z,T3,What should I prepare before labour starts?,birth_prep,False,,,en,KE-NRB
q-0369-2026,e4bfc3b17fd4731a,2026-05-03T20:00:00Z,T1,What should I prepare before labour starts?,birth_prep,False,,positive,sw,KE-NRB
q-0370-2026,ce3294f563a1bfbc,2026-04-04T07:00:00Z,T1,I have heavy bleeding and dizziness.,emergency,True,emergency,negative,sw,TZ-DAR
q-0371-2026,ae59b3aa38a35c33,2026-04-28T01:00:00Z,T1,I have heavy bleeding and dizziness.,emergency,True,emergency,negative,sw,KE-NRB
q-0372-2026,9bf414aa925b2c1e,2025-12-05T06:15:00Z,T3,Is it normal to feel cramping at 11 weeks?,symptoms,False,,negative,en,KE-NRB
